name,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Mashgin,Artificial Intelligence|Computer Vision|Retail Technology,120000,operating,USA,CA,SF Bay Area,Palo Alto,1,2013-06-01,2014-12-01,2014-12-01
Mashups,Advertising|Brand Marketing|Digital Media|Mobile|Startups|Technology,160000,acquired,USA,CA,Los Angeles,Los Angeles,2,2014-06-11,2014-06-11,2015-01-20
Canvs,Analytics|Social Media|Software,1500000,operating,USA,NY,New York City,New York,1,2010-03-10,2014-05-06,2014-05-06
Mass Appeal,News,1200000,operating,USA,NY,New York City,New York,1,1996-01-01,2013-05-01,2013-05-01
Mass Relevance,Content|Curated Web|Real Time|Social Media|Twitter Applications,5500000,acquired,USA,TX,Austin,Austin,2,2010-12-20,2010-12-20,2012-05-16
Massachusetts Clean Energy Center,Clean Technology,300000,operating,USA,MA,Boston,Boston,1,2008-08-13,2013-09-05,2013-09-05
Massachusetts Institute of Technology - MIT,Education,90000000,operating,USA,MA,Boston,Cambridge,1,1861-04-10,2014-01-06,2014-01-06
Massana,Semiconductors|Services,16500000,operating,USA,CA,SF Bay Area,Palo Alto,1,1996-01-01,2000-10-20,2000-10-20
MassBioEd,EdTech|Education,100000,operating,USA,MD,Salisbury,Cambridge,1,2001-01-01,2013-06-21,2013-06-21
MassChallenge,Biotechnology|Clean Technology|Entrepreneur|Green|High Tech|Life Sciences|Nonprofits|Startups|Venture Capital,1500000,operating,USA,MA,Boston,Boston,1,2009-06-01,2015-03-12,2015-03-12
Massdrop,E-Commerce|Social Commerce,47850000,operating,USA,CA,SF Bay Area,San Francisco,3,2012-07-01,2013-09-01,2015-08-13
MassHousing,Real Estate,17800000,operating,USA,MA,Boston,Boston,2,1966-01-01,2013-11-25,2014-02-07
Massive Health,Diabetes|Health and Wellness|Interface Design,2250000,acquired,USA,CA,SF Bay Area,San Francisco,1,2010-12-01,2011-02-02,2011-02-02
Massively Parallel Technologies,Software,5388575,operating,USA,CO,Denver,Boulder,1,1999-01-01,2011-08-10,2011-08-10
MassiveU,Apps|Education|Social Network Media,700000,operating,USA,FL,"Naples, Florida",Naples,1,2012-01-01,2014-10-15,2014-10-15
RoboCent,Mobile,15000,operating,USA,VA,Norfolk - Virginia Beach,Norfolk,1,2012-06-01,2013-01-05,2013-01-05
MassRoots,Cannabis|Mobile|Services,2050000,operating,USA,CO,Denver,Denver,5,2013-04-16,2013-12-17,2015-06-25
InvestiQuant,Trading,2225000,operating,USA,NC,Raleigh,Morrisville,2,2008-01-01,2014-04-22,2015-02-10
MasterImage 3D,3D|Hardware + Software,15000000,operating,USA,CA,Los Angeles,Sherman Oaks,1,2004-01-01,2011-03-22,2011-03-22
Masterseek,Search,14000000,operating,USA,NV,Reno - Sparks,Carson City,2,1999-02-19,2000-05-01,2007-05-01
Masterson Industries,Manufacturing,2050000,operating,USA,NM,Albuquerque,Albuquerque,2,2012-01-01,2013-08-13,2015-02-25
MasteryConnect,Education|High Schools|K-12 Education|Skill Assessment,29125000,operating,USA,UT,Salt Lake City,Salt Lake City,6,2009-10-01,2009-10-01,2015-09-22
Matatena Games,Games,120000,closed,USA,TX,Houston,Houston,1,2011-12-01,2011-01-15,2011-01-15
Match Point Partners,Finance|FinTech,25000000,operating,USA,NY,New York City,New York,1,2012-01-01,2014-04-03,2014-04-03
Matcha,Curated Web|Internet TV|Reviews and Recommendations|Social Television|Television,20000,acquired,USA,CA,SF Bay Area,Mountain View,2,2011-01-01,2011-08-24,2012-06-07
Matchbin,Curated Web|Media|Web Hosting,10091372,operating,USA,UT,Salt Lake City,Bountiful,4,2002-12-09,2008-05-01,2011-10-27
Matchbook,Hospitality|Mobile|Restaurants,250000,operating,USA,NY,New York City,New York,1,2010-09-01,2012-02-13,2012-02-13
Matchbox,Enterprise Software,2500000,acquired,USA,MA,Boston,Cambridge,2,2011-04-28,2011-12-19,2013-03-20
matchbox.io,Data Integration|Marketing Automation,20000,operating,USA,MD,"Washington, D.C.",Bethesda,1,2015-01-31,2015-02-01,2015-02-01
Matchfund,Finance,40000,operating,USA,CA,SF Bay Area,San Jose,1,2008-01-01,2011-11-23,2011-11-23
MatchMine,Media|News|Reviews and Recommendations,10000000,closed,USA,MA,Boston,Needham,1,2007-01-01,2007-09-01,2007-09-01
Matchpin,Advertising|Coupons|Incentives|Local|Location Based Services,250000,closed,USA,CA,SF Bay Area,San Francisco,1,2009-01-01,2011-05-25,2011-05-25
Matchpoint Careers,Career Management|Consulting|Employment|Human Resources|Skill Assessment,2750000,operating,USA,NY,New York City,New York,2,2009-09-24,2011-04-08,2012-07-01
Matchup,Fitness|Health and Wellness|Tracking,800000,operating,USA,IL,Chicago,Chicago,1,2014-07-01,2014-11-07,2014-11-07
Rosters,Location Based Services|Sports|Vertical Search,35000,operating,USA,CA,Los Angeles,Los Angeles,1,2014-05-20,2014-01-14,2014-01-14
Materia,Manufacturing,14900000,operating,USA,CA,Los Angeles,Pasadena,1,1998-01-01,2014-03-14,2014-03-14
Material Mix,Clean Technology|Commodities|Green|Industrial|Recycling|Software|Sustainability,140000,operating,USA,MO,St. Louis,Saint Louis,3,2011-02-01,2012-03-05,2013-08-22
Material Wrld,Collaborative Consumption|E-Commerce|Fashion|Online Shopping|Recycling|Retail|Specialty Retail,780000,operating,USA,NY,New York City,New York,2,2012-08-01,2012-12-11,2015-01-01
Materials and Systems Research,Market Research,2800000,operating,USA,UT,Salt Lake City,Salt Lake City,1,1990-01-01,2014-09-04,2014-09-04
Materna Medical,Health Care,1025000,operating,USA,CA,SF Bay Area,San Francisco,2,2007-06-01,2010-12-01,2014-11-12
Maternova,Health Care|Social Network Media,50000,operating,USA,RI,Providence,Providence,1,2009-05-26,2012-07-30,2012-07-30
MathCrunch,Apps|EdTech|Online Education|Tutoring,3500000,operating,USA,CA,SF Bay Area,San Francisco,2,2014-01-01,2015-05-12,2015-09-23
Mathsoft Engineering & Education,Software,3000000,acquired,USA,MA,Boston,Cambridge,1,1984-01-01,2005-03-09,2005-03-09
MathZee,Education|Kids|Startups|Teachers,15000,operating,USA,CA,San Diego,San Diego,1,2010-01-01,2010-06-01,2010-06-01
Mati Energy,Consumers|Energy Efficiency|Wine And Spirits,1100000,operating,USA,NC,Raleigh,Durham,1,2012-01-01,2015-07-31,2015-07-31
Mati Therapeutics,Biotechnology,1460000,operating,USA,TX,Austin,Austin,2,2012-01-01,2013-04-15,2014-10-07
MATINAS BIOPHARMA,Biotechnology,18593751,operating,USA,FL,Tampa,Tarpon Springs,3,2011-01-01,2013-05-17,2015-04-13
Matisse Networks,Web Hosting,52500000,closed,USA,CA,SF Bay Area,Mountain View,2,2002-01-01,2006-07-18,2007-09-10
Matrix Electronic Measuring,Hardware + Software,50000,operating,USA,KS,Wichita,Salina,1,1985-01-01,2010-05-18,2010-05-18
MATRIXX Software,Software,33600000,operating,USA,CA,SF Bay Area,Mountain View,5,2008-01-01,2010-03-11,2014-05-28
MATTER,Health Care,4400000,operating,USA,IL,Chicago,Chicago,1,2014-01-01,2014-11-19,2014-11-19
Matter.io,3D Printing|E-Commerce|Jewelry|PaaS,2808785,operating,USA,NY,New York City,Brooklyn,2,2012-10-01,2014-01-24,2015-09-09
MatterFab,B2B|Hardware|Manufacturing,5750000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2014-09-29,2015-05-27
Mattermark,Big Data|Enterprise Software|Venture Capital,9900000,operating,USA,CA,SF Bay Area,San Francisco,4,2013-06-04,2012-10-15,2014-12-16
MATTERNET,Drones|Logistics|Robotics,3500000,operating,USA,CA,SF Bay Area,Menlo Park,2,2011-12-06,2012-05-03,2013-11-01
Matterport,Cloud Computing|Computer Vision|Digital Media|Hardware + Software,56000000,operating,USA,CA,SF Bay Area,Mountain View,5,2010-10-01,2012-01-01,2015-06-25
Mattersight,Software,23999999,ipo,USA,IL,Chicago,Chicago,3,2006-01-01,2012-01-03,2014-07-24
Matthew Kenney Cuisine,EdTech|Education,250000,operating,USA,CA,Los Angeles,Santa Monica,1,2012-04-02,2014-03-18,2014-03-18
Matthew Walker Comprehensive Health Center,Nonprofits,173210,operating,USA,TN,Nashville,Nashville,1,1968-01-01,2014-02-12,2014-02-12
maufait,Apps|Mobile,25000,closed,USA,NE,Omaha,Omaha,1,2007-08-01,2008-07-03,2008-07-03
Maui Imaging,Biotechnology,6701000,closed,USA,CA,SF Bay Area,Sunnyvale,2,2006-01-01,2010-04-19,2015-01-29
Mavatar,Browser Extensions|Coupons|E-Commerce|iPad|iPhone|Marketplaces|Monetization|Online Shopping|Optimization|Real Time|Social Commerce,2000000,operating,USA,CA,SF Bay Area,Redwood City,1,2011-01-11,2014-04-01,2014-04-01
Maven Clinic,Apps|Health and Wellness|Health Care,2200000,operating,USA,NY,New York City,New York,2,2014-01-01,2015-04-09,2015-07-16
Maven,Enterprise Software,3000000,operating,USA,CA,SF Bay Area,San Francisco,2,2008-02-01,2010-07-06,2012-07-01
Mavenir Systems,Communications Hardware|Enterprise Software|Mobile Video|Technology,105258362,acquired,USA,TX,Dallas,Richardson,6,2005-01-01,2006-07-05,2013-07-18
Mavent,Software,10000000,acquired,USA,CA,Anaheim,Irvine,1,1999-01-01,2006-09-25,2006-09-25
Maventus Group Inc,Advertising|Social Business|Social Media|Social Media Marketing|Software,800000,operating,USA,CA,SF Bay Area,San Francisco,1,2013-10-01,2010-01-01,2010-01-01
Maverix Biomics,Biotechnology,6000000,operating,USA,CA,SF Bay Area,San Mateo,1,2012-01-01,2014-01-07,2014-01-07
Mavizon,Advertising|Cars|Software,6900000,operating,USA,IN,IN - Other,New Albany,3,2006-01-01,2010-01-01,2012-01-01
Mavrx,Agriculture|Analytics|Image Recognition|Maps,80000,operating,USA,CA,SF Bay Area,San Francisco,3,2012-01-01,2012-12-01,2014-08-01
Max Endoscopy,Biotechnology,385000,operating,USA,OH,Cleveland,Macedonia,3,2007-01-01,2007-01-01,2010-10-27
Max Planck Florida Institute,Education,2400000,operating,USA,FL,Palm Beaches,Jupiter,1,2008-01-01,2013-07-09,2013-07-09
Max-Viz,Hardware + Software,10800000,acquired,USA,OR,"Portland, Oregon",Portland,2,2001-01-01,2002-11-18,2008-01-01
Max-Wellness,Health and Wellness|Health Care|Retail,4600000,operating,USA,OH,Cleveland,Cleveland,3,2008-01-01,2009-08-07,2011-01-22
MAX4G,Telecommunications,650000,operating,USA,MN,Minneapolis,Eden Prairie,1,2008-01-01,2015-06-03,2015-06-03
Maxcyte,Biotechnology,13900000,operating,USA,MD,"Washington, D.C.",Gaithersburg,3,1999-01-01,2004-03-24,2014-12-16
Maxeler Technologies,Web Hosting,1998990,operating,USA,CA,SF Bay Area,Palo Alto,1,2003-01-01,2013-04-18,2013-04-18
Maximum Balance Foundation,Education|Enterprises,1000,operating,USA,CA,SF Bay Area,San Francisco,1,2005-01-01,2005-01-01,2005-01-01
Maximum Play,Development Platforms|Games|Software,11603447,operating,USA,CA,SF Bay Area,San Francisco,1,2014-01-01,2015-05-20,2015-05-20
Maximus,Business Services,7926732,ipo,USA,VA,"Washington, D.C.",Reston,1,1975-01-01,2010-12-09,2010-12-09
Maximus Media Worldwide,Advertising,600000,operating,USA,PA,Pittsburgh,Pittsburgh,1,2011-01-01,2012-06-19,2012-06-19
Maxpanda SaaS Software,Software,250000,operating,USA,CA,Los Angeles,Santa Monica,1,2011-01-01,2012-10-17,2012-10-17
MaxPoint Interactive,Advertising|Brand Marketing|Service Providers,11000000,ipo,USA,NC,Raleigh,Morrisville,2,2007-01-01,2010-09-14,2011-03-01
Maxta,Software,35000000,closed,USA,CA,SF Bay Area,Sunnyvale,2,2009-01-01,2013-11-12,2014-05-07
Maxtena,Aerospace|Drones|Mobile,2662571,operating,USA,MD,"Washington, D.C.",Rockville,4,2006-01-01,2012-11-29,2014-06-26
MaxTradeIn.com,Auto|Automotive|Cars,1407360,operating,USA,IN,Indianapolis,Indianapolis,2,2011-09-04,2012-12-01,2013-06-11
MaxVision,Hardware + Software,2000000,operating,USA,AL,Huntsville,Madison,1,1993-01-01,2010-05-11,2010-05-11
Maxwell Health,Employer Benefits Programs|Health and Insurance|Health Care|Mobile|SaaS|Technology,34400000,operating,USA,MA,Boston,Boston,3,2012-11-01,2013-08-05,2014-12-04
Maxwell Technologies,Automotive|Business Services|Technology,25000000,ipo,USA,CA,San Diego,San Diego,1,1965-01-01,2015-07-06,2015-07-06
Maxymiser,Analytics|Enterprise Software|Internet Marketing|Optimization|Personalization|Sales and Marketing,14777360,acquired,USA,NY,New York City,New York,3,2006-09-01,2009-01-20,2013-06-05
Maya Medical,Biotechnology|Medical|Technology,6920582,acquired,USA,CA,SF Bay Area,Campbell,4,2010-01-01,2010-07-15,2012-03-26
Mayo Clinic Rochester,Biotechnology,18100000,operating,USA,MN,"Rochester, Minnesota",Rochester,2,1919-01-01,2013-09-19,2014-10-13
Mayvenn,Beauty|E-Commerce|Mobile Commerce|Retail,16000000,operating,USA,CA,SF Bay Area,Oakland,3,2012-09-01,2013-04-24,2015-08-31
MAZ,iPad|Mobile|Publishing,1000000,operating,USA,NY,New York City,New York,3,2010-07-01,2012-11-14,2013-08-01
Mazree,Enterprise Software,480000,operating,USA,UT,Salt Lake City,Draper,1,2011-04-01,2011-07-10,2011-07-10
Mazu Networks,Security,7000000,acquired,USA,MA,Boston,Cambridge,1,2000-01-01,2006-02-07,2006-02-07
MBA Polymers,Clean Technology,86200000,operating,USA,CA,SF Bay Area,Richmond,5,1994-01-01,2007-05-11,2011-02-23
mBeat Media,Mobile,1500000,closed,USA,VA,"Washington, D.C.",Reston,1,2008-01-01,2008-04-01,2008-04-01
MBio Diagnostics,Biotechnology|Health Diagnostics,8297424,operating,USA,CO,Denver,Boulder,2,2009-01-01,2011-01-06,2015-05-21
Mblox,Mobile|SMS|Wireless,121842730,operating,USA,CA,SF Bay Area,Campbell,7,1999-01-01,2004-07-09,2014-07-07
MBM Solutions,Geospatial|Information Technology|Medical|Software,30000,operating,USA,LA,LA - Other,Alexandria,1,2008-12-01,2009-10-01,2009-10-01
MC10,Health and Wellness|Wearables,61208131,operating,USA,MA,Boston,Lexington,7,2008-01-01,2010-07-02,2014-01-02
Mc4,E-Commerce,35000,operating,USA,UT,Salt Lake City,South Jordan,1,2013-12-12,2014-08-21,2014-08-21
McGinley Innovations,Biotechnology,1305000,operating,USA,WY,WY - Other,Casper,2,2012-01-01,2012-10-24,2013-12-23
McGraw-Hill Education,Education|K-12 Education,115695619,operating,USA,OH,"Columbus, Ohio",Columbus,1,1916-01-01,2015-08-26,2015-08-26
mChron,Software,650000,operating,USA,CA,SF Bay Area,Palo Alto,1,2012-01-01,2012-02-08,2012-02-08
McKinstry Reklaim,Consumer Internet,9800000,operating,USA,WA,Seattle,Seattle,2,2003-01-01,2007-08-29,2008-03-01
"MCube, Inc",Semiconductors,37000000,operating,USA,CA,SF Bay Area,San Jose,2,2009-01-01,2014-06-25,2014-06-30
MD Insider,Big Data|Doctors|Enterprise Software|Health Care|Medical,12300000,operating,USA,CA,Los Angeles,Santa Monica,4,2012-01-01,2012-02-01,2015-04-29
MD-IT,Electronic Health Records|Software,11543305,operating,USA,CO,Denver,Boulder,3,2000-01-01,2009-01-12,2010-03-26
MD Revolution,Mobile,7000000,operating,USA,CA,San Diego,La Jolla,1,2011-01-01,2014-02-13,2014-02-13
MD SolarSciences,Biotechnology,2227004,operating,USA,CT,Hartford,Norwalk,1,2011-01-01,2013-06-14,2013-06-14
MD Synergy Solutions,Health and Wellness,8880800,operating,USA,CA,Los Angeles,Woodland Hills,2,2000-01-01,2010-11-15,2013-01-25
MD2U,Health and Wellness,3000000,operating,USA,KY,Louisville,Louisville,1,2004-01-01,2013-10-07,2013-10-07
MDCapsule,Health and Wellness,150000,operating,USA,MA,Boston,Cambridge,1,2012-06-21,2012-06-21,2012-06-21
MDconnectME,Health and Wellness,50000,operating,USA,PA,Philadelphia,Philadelphia,1,2010-08-01,2011-05-31,2011-05-31
MDdatacor,Health and Wellness,4935249,operating,USA,GA,Atlanta,Alpharetta,2,2001-01-01,2002-11-15,2010-05-13
MDG Medical,Medical,7500000,operating,USA,OH,Cleveland,Beachwood,1,2000-01-01,2004-02-13,2004-02-13
MDI Biological Laboratory,Pharmaceuticals,75000,operating,USA,ME,ME - Other,Bar Harbor,1,1898-01-01,2015-07-16,2015-07-16
MDLIVE,Health Care,73600000,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,2,2009-01-01,2014-01-22,2015-06-24
M-Dot Network,E-Commerce,2817781,acquired,USA,PA,PA - Other,Erie,3,2008-10-01,2009-08-14,2010-11-30
MDRejuvena,Health and Wellness,3000000,operating,USA,CA,San Diego,San Diego,1,2015-01-01,2015-12-02,2015-12-02
MDsave,Curated Web|Health Care,21543780,operating,USA,TN,Nashville,Brentwood,4,2012-06-01,2012-05-31,2015-05-13
MDxHealth,Biotechnology|Health Diagnostics,23600000,operating,USA,CA,Anaheim,Irvine,1,2003-01-01,2013-06-25,2013-06-25
Me-2U,Education,100000,operating,USA,NJ,Newark,Pittstown,1,2013-08-15,2014-12-12,2014-12-12
Me!Box Media,Advertising|Enterprise Software|Media|Video,500000,operating,USA,IN,Indianapolis,Indianapolis,1,2008-10-30,2010-06-01,2010-06-01
ME911,Health and Wellness|Mobile|Security|Travel,1685000,closed,USA,CA,SF Bay Area,San Francisco,2,2007-04-01,2008-05-12,2010-01-01
Meadow,Alternative Medicine|Cannabis|Content Delivery|Mobile,120000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-01-01,2014-12-01,2014-12-01
Meal Ticket,Business Intelligence|Finance|Mobile|Restaurants|SaaS|Software,3787576,operating,USA,ID,Boise,Boise,12,2009-11-01,2011-08-01,2015-07-15
MealHi5,Enterprise Software|Internet|Online Shopping|Restaurants|Services,366000,closed,USA,CA,SF Bay Area,San Francisco,2,2014-03-01,2014-10-01,2015-06-22
Mealski,Android|E-Commerce|iOS|Mobile|Transportation,100000,operating,USA,IN,Indianapolis,Indianapolis,1,2013-01-01,2014-03-01,2014-03-01
Meaningfy,Enterprise Software,25000,operating,USA,PA,Pittsburgh,Pittsburgh,1,2012-03-01,2013-02-06,2013-02-06
Measurabl,Data Integration|SaaS|Sustainability,4300000,operating,USA,CA,San Diego,San Diego,2,2013-04-01,2014-09-02,2015-01-11
Measy,Software,300000,operating,USA,CA,SF Bay Area,San Francisco,2,2008-12-01,2008-12-01,2010-06-01
MEC Dynamics,Health Care,9549115,operating,USA,CA,SF Bay Area,San Jose,1,2003-01-01,2013-05-16,2013-05-16
Mechanology,Clean Technology,8258160,closed,USA,MA,MA - Other,Attleboro Falls,1,1989-01-01,2011-06-03,2011-06-03
MECLUB,Consumer Internet|Hospitality|Networking|Travel,100000,operating,USA,CA,SF Bay Area,Menlo Park,1,2013-01-01,2013-12-15,2013-12-15
Med Access,Biotechnology,10000,operating,USA,HI,HI - Other,M C B H Kaneohe Bay,1,1998-01-01,2009-07-03,2009-07-03
Med Aesthetics Group,Advertising|Internet|Internet Marketing|Marketplaces,100000,operating,USA,CA,Los Angeles,Los Angeles,1,2013-12-01,2013-01-01,2013-01-01
Medacheck LLC,Software,1150000,operating,USA,OH,Cincinnati,Cincinnati,1,2012-06-10,2015-03-06,2015-03-06
MedAdherence,Mobile,350000,operating,USA,CT,Hartford,Norwalk,2,2008-01-01,2011-12-27,2013-02-04
Medallia,Big Data|Customer Service|Enterprise Software|Human Resources|Loyalty Programs|Software|Text Analytics,255000000,operating,USA,CA,SF Bay Area,Palo Alto,4,2001-09-01,2012-09-27,2015-07-21
Medallion Analytics Software,Analytics,4766772,operating,USA,PA,Pittsburgh,Pittsburgh,8,2009-01-01,2010-05-05,2014-01-29
Medallion Learning,Education,500000,operating,USA,ME,ME - Other,Northern Washington Co,1,2013-01-01,2014-03-30,2014-03-30
Medalogix,Analytics|Web CMS,5300000,operating,USA,TN,Nashville,Nashville,2,2009-02-01,2012-06-17,2014-08-22
MedAptus,Software,6000000,operating,USA,MA,Boston,Boston,1,1999-01-01,2009-03-19,2009-03-19
MEDArchon,Biotechnology,1802640,operating,USA,TN,Nashville,Nashville,2,2012-01-01,2013-05-03,2014-08-27
MedAvante,Pharmaceuticals,22000039,operating,USA,NJ,Newark,Hackensack,2,2002-01-01,2008-07-02,2015-07-28
MedAware Systems,Health and Wellness|Health Care|Health Care Information Technology|Medical,1630000,operating,USA,CO,Denver,Boulder,3,2013-07-20,2014-04-26,2015-06-11
Medaxion,Biotechnology,5075806,operating,USA,TN,Nashville,Nashville,6,2008-01-01,2010-08-06,2015-06-26
Medbox,Health Care,5230440,ipo,USA,CA,CA - Other,West Hills,4,2008-01-01,2013-05-23,2015-09-03
MedCity News,Biotechnology|Health Care|Life Sciences|Media|News,310000,operating,USA,OH,Cleveland,Cleveland,2,2008-12-17,2008-12-01,2010-12-30
MedClaims Liaison,Health and Wellness,400000,operating,USA,PA,Philadelphia,Philadelphia,1,2009-01-01,2012-03-22,2012-03-22
MedClimate,Electronic Health Records|Health and Wellness|Health Care,280000,operating,USA,VA,"Washington, D.C.",Arlington,1,2010-12-01,2011-12-01,2011-12-01
MedCPU,Health and Wellness,18900000,operating,USA,NY,New York City,New York,5,2008-01-01,2009-11-02,2015-07-14
"MedDiary, Inc.",Apps|Computers|Health Care|Mobile,250000,operating,USA,IN,Indianapolis,Fishers,2,2013-01-01,2013-01-01,2014-08-25
Meddle,Curated Web,345000,operating,USA,NJ,Newark,Atlantic Highlands,1,2012-01-01,2014-04-09,2014-04-09
MedeAnalytics,Analytics,57000000,acquired,USA,CA,SF Bay Area,Emeryville,2,1994-01-01,2004-04-01,2008-07-29
MedeFile International,Health and Wellness,2943000,operating,USA,FL,Palm Beaches,Boca Raton,8,1998-01-01,2011-04-25,2014-07-18
MedEncentive,Health Care,2096674,operating,USA,OK,Oklahoma City,Oklahoma City,1,2005-01-01,2014-06-23,2014-06-23
