company,funding_date,funding_amount_usd,investor
Golden-Gonzalez,2024-12-22,756610000,Sequoia
Martinez-Gonzalez,2024-12-21,199296000,Tiger Global
Collier LLC,2024-12-21,289242000,Index Ventures
"Sharp, Butler and Lopez",2024-12-21,351623000,Index Ventures
Anderson and Sons,2024-12-21,410597000,SoftBank
Martinez PLC,2024-12-21,499754000,Index Ventures
Gordon-Hughes,2024-12-21,464978000,Index Ventures
"Contreras, Gregory and Klein",2024-12-21,503895000,SoftBank
"Hernandez, Schneider and Estrada",2024-12-21,369251000,Andreessen Horowitz
Johnson-Rosales,2024-12-21,2250779000,SoftBank
Lee and Sons,2024-12-21,755314000,Index Ventures
Ray Group,2024-12-21,779115000,Andreessen Horowitz
"Wiggins, King and Copeland",2024-12-21,1591694000,Y Combinator
Mclaughlin-Franklin,2024-12-21,193634000,Index Ventures
Chandler-Nunez,2024-12-21,494153000,Y Combinator
Wells Ltd,2024-12-21,697667000,Andreessen Horowitz
"Nelson, Lewis and Aguirre",2024-12-21,307000000,Accel
"Scott, Mccoy and Turner",2024-12-21,658973000,Tiger Global
Shields Ltd,2024-12-20,56819000,Index Ventures
Baker-Morgan,2024-12-20,469664000,Index Ventures
"Daniels, Hernandez and Burns",2024-12-20,1137193000,Index Ventures
Jackson LLC,2024-12-20,1307348000,Accel
Hall Inc,2024-12-20,2434988000,Index Ventures
"Mcintosh, Young and Sparks",2024-12-20,54903000,Index Ventures
Murray Group,2024-12-20,74451000,Andreessen Horowitz
"Swanson, Miller and Stewart",2024-12-20,247638000,Tiger Global
"Richmond, Salazar and Thomas",2024-12-20,275549000,Accel
"Brown, Hall and Noble",2024-12-20,273231000,Index Ventures
Parker Inc,2024-12-20,411631000,Tiger Global
Thomas-Hernandez,2024-12-19,588784000,Accel
Stephens-Smith,2024-12-19,384445000,Tiger Global
"Hayes, Anderson and Morgan",2024-12-19,302716000,SoftBank
"Ortiz, Taylor and Shaffer",2024-12-19,1081124000,Tiger Global
Malone Group,2024-12-19,938276000,Index Ventures
Walker Inc,2024-12-19,1301808000,SoftBank
Rivers-Allison,2024-12-19,499962000,Sequoia
King-Compton,2024-12-19,61019000,Index Ventures
"Weber, Moore and Benson",2024-12-19,404310000,Accel
"Barnes, Jimenez and Navarro",2024-12-19,766393000,Index Ventures
Briggs-Rivera,2024-12-19,1178506000,Accel
"Smith, Fowler and Brown",2024-12-19,1979842000,Tiger Global
Roy LLC,2024-12-19,218789000,SoftBank
Hayes LLC,2024-12-19,277306000,Accel
Davis-Garcia,2024-12-19,175479000,Andreessen Horowitz
"Wang, Boyd and Lewis",2024-12-19,366577000,Accel
"Avila, Thornton and Turner",2024-12-19,257185000,Accel
"Lewis, Gutierrez and Byrd",2024-12-19,209277000,Sequoia
Jenkins-Gordon,2024-12-19,409109000,Index Ventures
Leonard LLC,2024-12-19,5430045000,SoftBank
Perkins Group,2024-12-18,3447700000,Index Ventures
Becker-Nelson,2024-12-18,96265000,Y Combinator
Ryan-Green,2024-12-18,32412000,SoftBank
Krause and Sons,2024-12-18,37025000,Accel
Whitehead LLC,2024-12-18,74691000,Accel
King-Edwards,2024-12-18,46115000,Index Ventures
"Shelton, Morgan and Fisher",2024-12-18,2798234000,Y Combinator
"Lowery, Cooper and James",2024-12-18,1362846000,Andreessen Horowitz
"Chen, King and Gonzalez",2024-12-18,360102000,Andreessen Horowitz
"Wolf, Washington and Velazquez",2024-12-18,1379749000,Andreessen Horowitz
"Ramirez, Lopez and Carr",2024-12-18,566671000,Andreessen Horowitz
Lloyd Group,2024-12-18,303816000,Tiger Global
"French, Gonzales and Hester",2024-12-18,303066000,Y Combinator
Lambert Group,2024-12-17,54586000,Accel
Romero-Tran,2024-12-17,158105000,Andreessen Horowitz
Martin-Hayes,2024-12-17,364801000,SoftBank
"Moore, Roberts and Johns",2024-12-17,254695000,Accel
Lane Inc,2024-12-17,271275000,Y Combinator
Hatfield-Delgado,2024-12-17,523820000,Index Ventures
Villarreal-Madden,2024-12-17,1845201000,Sequoia
Davis Group,2024-12-17,1412357000,Index Ventures
Cobb-Barr,2024-12-17,929079000,Tiger Global
Gibbs Inc,2024-12-17,178373000,SoftBank
Hill-Franklin,2024-12-17,1728986000,Index Ventures
Olsen Ltd,2024-12-17,908916000,SoftBank
Davis Ltd,2024-12-17,6687030000,Andreessen Horowitz
Ramirez-Brown,2024-12-17,2731334000,Andreessen Horowitz
"York, Molina and Johnson",2024-12-17,633047000,SoftBank
Reyes PLC,2024-12-17,402737000,Tiger Global
Lewis PLC,2024-12-17,37316000,Accel
Dean Group,2024-12-17,2646043000,Andreessen Horowitz
Moore Group,2024-12-17,417707000,Accel
"Meyers, Barton and Spence",2024-12-17,297588000,SoftBank
Zimmerman and Sons,2024-12-16,138365000,Y Combinator
"Howard, Wilson and Fry",2024-12-16,1602431000,Andreessen Horowitz
"Williams, Gonzales and Knight",2024-12-16,759991000,Andreessen Horowitz
"Estrada, Benton and Navarro",2024-12-16,819839000,Tiger Global
"Miller, Castro and Johnson",2024-12-16,1210021000,SoftBank
"Elliott, Ford and Branch",2024-12-16,929546000,Accel
Novak-Aguilar,2024-12-16,270630000,Sequoia
Wallace-Weaver,2024-12-16,1037264000,Tiger Global
Castillo-Davis,2024-12-16,1226471000,SoftBank
Hill PLC,2024-12-16,150659000,Sequoia
"Moore, Robinson and Oconnell",2024-12-16,159555000,SoftBank
Nguyen-English,2024-12-16,837496000,Tiger Global
"Thomas, Meyers and Petty",2024-12-16,265160000,Index Ventures
Davis-Rocha,2024-12-16,563233000,Index Ventures
Smith Inc,2024-12-16,1868555000,Y Combinator
"Jackson, Banks and Torres",2024-12-16,689763000,Andreessen Horowitz
Hardy-White,2024-12-15,250126000,SoftBank
Stanley and Sons,2024-12-15,708930000,Tiger Global
King-Morris,2024-12-15,182204000,Y Combinator
Greene and Sons,2024-12-15,254169000,Tiger Global
"Hendricks, Morris and Brown",2024-12-15,35103000,Sequoia
Glenn PLC,2024-12-15,416514000,Sequoia
"Moore, Hill and Lambert",2024-12-15,241449000,SoftBank
"Johnston, Diaz and Jones",2024-12-15,2056336000,Y Combinator
"Cook, Evans and Roberts",2024-12-15,817421000,Y Combinator
"Dunn, Collier and Nelson",2024-12-15,152964000,Accel
"Jones, Nguyen and Chavez",2024-12-15,1546900000,Sequoia
"Stokes, Moore and Gutierrez",2024-12-15,1135602000,Andreessen Horowitz
Cook-Nicholson,2024-12-15,997731000,Andreessen Horowitz
Barrera PLC,2024-12-14,2523609000,Sequoia
"Brown, Wilson and Mercado",2024-12-14,41026000,Sequoia
Wheeler-Smith,2024-12-14,906111000,Accel
"Ellis, Tanner and Nunez",2024-12-14,138238000,Accel
"Allen, Krueger and Zavala",2024-12-14,283498000,SoftBank
Mendez LLC,2024-12-14,129425000,Y Combinator
Gonzalez-Luna,2024-12-14,1328992000,Tiger Global
"Morse, Baker and Mason",2024-12-14,51213000,SoftBank
Rowland Group,2024-12-14,387951000,Index Ventures
Stephenson-Rocha,2024-12-14,287049000,SoftBank
"Martinez, Rivera and Patton",2024-12-14,77342000,Y Combinator
"Johnson, Smith and Rose",2024-12-14,103687000,Index Ventures
Franklin Ltd,2024-12-14,354164000,Y Combinator
"Wong, Chaney and Hill",2024-12-14,185288000,Sequoia
Ross LLC,2024-12-14,612081000,Tiger Global
"Gomez, Weaver and Sweeney",2024-12-14,176335000,Y Combinator
Figueroa-Soto,2024-12-14,203717000,Tiger Global
Higgins-Harding,2024-12-13,498498000,SoftBank
"Butler, Compton and Grimes",2024-12-13,675119000,Y Combinator
Michael and Sons,2024-12-13,339869000,Index Ventures
"Jennings, Bennett and Stephens",2024-12-13,1623662000,SoftBank
Paul-Monroe,2024-12-13,1859075000,Tiger Global
"Flores, Wagner and Rogers",2024-12-13,138693000,Tiger Global
Jones Inc,2024-12-13,245988000,Sequoia
Cooper-Lynch,2024-12-12,1019593000,Index Ventures
"Archer, Novak and Olson",2024-12-12,374674000,SoftBank
"Ellis, Villegas and Mercado",2024-12-12,1874979000,Index Ventures
Buckley Ltd,2024-12-12,235634000,Andreessen Horowitz
"Kelly, Moreno and Howard",2024-12-12,213781000,SoftBank
Pena LLC,2024-12-12,1238925000,Y Combinator
"Walker, Morgan and Hansen",2024-12-12,542069000,Index Ventures
Osborn-Hamilton,2024-12-12,493727000,Y Combinator
"Silva, Sullivan and Vasquez",2024-12-12,128070000,Index Ventures
Ryan-Petty,2024-12-12,368355000,Tiger Global
Osborne-Hernandez,2024-12-12,374579000,SoftBank
Carrillo-Burton,2024-12-12,602373000,Sequoia
Duarte and Sons,2024-12-12,727283000,Accel
Thomas Group,2024-12-11,73741000,Accel
Gould Ltd,2024-12-11,356304000,SoftBank
Shelton Inc,2024-12-11,1340467000,Sequoia
Lucas-Davis,2024-12-11,109519000,Accel
"Murray, Rogers and Summers",2024-12-11,2438989000,Index Ventures
"Guerrero, Bush and Murphy",2024-12-11,279423000,Andreessen Horowitz
"Carpenter, Flores and Pierce",2024-12-11,254692000,Index Ventures
"Howard, Pearson and Macias",2024-12-11,1349430000,SoftBank
"Townsend, Jennings and Barrett",2024-12-11,771327000,Andreessen Horowitz
Hall-Taylor,2024-12-11,107265000,Index Ventures
Gonzalez-Summers,2024-12-11,257242000,Tiger Global
Acosta-Haney,2024-12-11,543487000,Sequoia
Clark Group,2024-12-11,189258000,Tiger Global
Roberson-Willis,2024-12-10,526419000,Accel
Lawrence PLC,2024-12-10,27403000,Sequoia
Anderson Inc,2024-12-10,76950000,Y Combinator
"Miller, Miller and Perez",2024-12-10,3114222000,Y Combinator
Francis-Ball,2024-12-10,355178000,SoftBank
"Franco, Williams and Crane",2024-12-10,1231702000,Sequoia
Randall Group,2024-12-10,947947000,Accel
"Williams, Douglas and Burgess",2024-12-10,42900000,Accel
"White, Robles and Pruitt",2024-12-10,298545000,Accel
Wolfe LLC,2024-12-10,2221265000,Accel
Mitchell Inc,2024-12-10,718624000,Tiger Global
Gonzalez Group,2024-12-10,526006000,Andreessen Horowitz
Hunter-Potter,2024-12-10,336119000,Y Combinator
Henry Ltd,2024-12-10,1049373000,SoftBank
Rogers Ltd,2024-12-10,158672000,Tiger Global
Herrera LLC,2024-12-10,1840724000,Tiger Global
Nixon-Cooke,2024-12-10,198611000,Sequoia
Rios and Sons,2024-12-10,1625792000,SoftBank
"Harrington, Reilly and Guzman",2024-12-10,736399000,Sequoia
Carlson Inc,2024-12-09,227137000,Sequoia
Harris Group,2024-12-09,2220984000,Accel
Santiago-Maxwell,2024-12-09,447771000,Y Combinator
Chandler-Rubio,2024-12-09,999608000,Index Ventures
Reed Inc,2024-12-09,860751000,Tiger Global
Gardner PLC,2024-12-09,145232000,Accel
Harrington-Cruz,2024-12-09,176392000,SoftBank
Harris-Smith,2024-12-09,222959000,Sequoia
Chapman-Smith,2024-12-09,92291000,Accel
Sullivan PLC,2024-12-09,24757000,Index Ventures
"Green, Diaz and Watson",2024-12-08,7540348000,Andreessen Horowitz
Cox Ltd,2024-12-08,5480836000,Y Combinator
Curry-Mccullough,2024-12-08,351908000,Accel
"Boyle, Madden and Romero",2024-12-08,4756870000,Sequoia
Taylor and Sons,2024-12-08,2512382000,Sequoia
"Landry, Reyes and Everett",2024-12-08,792591000,Tiger Global
Booth Ltd,2024-12-08,260438000,Andreessen Horowitz
"Ramsey, Nguyen and Shaffer",2024-12-08,1447871000,Andreessen Horowitz
Smith Inc,2024-12-08,1199464000,SoftBank
Huber-Williams,2024-12-08,89531000,SoftBank
"Bernard, Stark and Hart",2024-12-08,1124922000,Sequoia
Lam-Snyder,2024-12-08,836226000,Sequoia
"Bentley, Davis and Webb",2024-12-08,237933000,Y Combinator
Pruitt-Barton,2024-12-08,154891000,Andreessen Horowitz
Mitchell-Duarte,2024-12-08,665522000,SoftBank
Ford PLC,2024-12-08,471539000,Accel
Reed-Brown,2024-12-08,377110000,Index Ventures
Duarte-Russell,2024-12-08,327548000,Tiger Global
Yu-Hunt,2024-12-07,125029000,Index Ventures
Long-Young,2024-12-07,1738157000,Tiger Global
Miller-Mata,2024-12-07,1125992000,Andreessen Horowitz
Brown-Cooper,2024-12-07,287898000,Index Ventures
Fletcher-Mercado,2024-12-07,2610094000,Tiger Global
Gallagher Group,2024-12-07,23453000,Y Combinator
Daugherty Group,2024-12-07,1746069000,Andreessen Horowitz
Bell-Smith,2024-12-07,624915000,Y Combinator
Brown-Flores,2024-12-07,279968000,SoftBank
"Moore, Jones and Byrd",2024-12-07,815111000,Accel
Rogers Group,2024-12-07,111228000,Andreessen Horowitz
Knight LLC,2024-12-07,96226000,SoftBank
"Wallace, Hensley and Morton",2024-12-07,179878000,Accel
"Ortiz, Ramirez and Fitzgerald",2024-12-07,585470000,SoftBank
Medina-Gutierrez,2024-12-06,636399000,Andreessen Horowitz
"Page, Robinson and Gray",2024-12-06,719704000,Index Ventures
Hernandez Inc,2024-12-06,791217000,Accel
"Kennedy, Norman and Parker",2024-12-06,63132000,Andreessen Horowitz
Weaver Inc,2024-12-06,2576126000,SoftBank
"White, Sanchez and Olsen",2024-12-06,246232000,Index Ventures
Velasquez Group,2024-12-06,2069137000,Index Ventures
Meyers Inc,2024-12-06,103970000,Andreessen Horowitz
Murray-Oliver,2024-12-06,78075000,Andreessen Horowitz
"Campbell, Freeman and Reed",2024-12-06,172263000,Andreessen Horowitz
Maynard-Vasquez,2024-12-06,829377000,Accel
Green LLC,2024-12-06,447868000,Y Combinator
"Davis, West and Acosta",2024-12-06,560198000,Y Combinator
Malone-Miller,2024-12-06,283703000,Index Ventures
Reynolds-Alexander,2024-12-06,285472000,SoftBank
Cook Inc,2024-12-06,160512000,Sequoia
Hill-Mason,2024-12-06,384039000,Andreessen Horowitz
Thomas Ltd,2024-12-05,1429376000,Tiger Global
Bennett Group,2024-12-05,2271825000,Accel
Cohen-Zimmerman,2024-12-05,527621000,SoftBank
Garcia Inc,2024-12-05,31504000,Y Combinator
Bradford Ltd,2024-12-04,644992000,Sequoia
Burns Ltd,2024-12-04,325568000,Sequoia
"Smith, Willis and Kramer",2024-12-04,559896000,Andreessen Horowitz
Williams-Pena,2024-12-04,167642000,SoftBank
Mckee Inc,2024-12-04,400643000,Sequoia
"Parker, Jackson and Fitzgerald",2024-12-04,193477000,Index Ventures
Malone-Rogers,2024-12-04,1045862000,Y Combinator
"Smith, Knight and Smith",2024-12-04,117276000,Y Combinator
"Parker, Beasley and Barnes",2024-12-04,873796000,Accel
Hale-Green,2024-12-04,227453000,Sequoia
Dawson-Martin,2024-12-04,140664000,Tiger Global
Bruce-Rocha,2024-12-04,713147000,Y Combinator
Rice-James,2024-12-03,150477000,Y Combinator
"Sanders, Hart and Neal",2024-12-03,52527000,Sequoia
Walker-Allen,2024-12-03,216419000,SoftBank
Wright Inc,2024-12-03,1811456000,Andreessen Horowitz
Sanchez Ltd,2024-12-03,253975000,Sequoia
Perez Ltd,2024-12-03,280608000,Index Ventures
Strickland and Sons,2024-12-03,102273000,Tiger Global
Briggs-Woodward,2024-12-03,1264104000,Accel
Castro LLC,2024-12-03,1030557000,Tiger Global
Coleman-Freeman,2024-12-03,229014000,SoftBank
Mason Inc,2024-12-03,230803000,Tiger Global
Clark-Sandoval,2024-12-03,265777000,Andreessen Horowitz
"Baxter, Moore and Jensen",2024-12-03,2470350000,Index Ventures
"Rice, Smith and Valdez",2024-12-03,75024000,Sequoia
"Thomas, Oneal and Hall",2024-12-03,907233000,Index Ventures
Stephens-Cooper,2024-12-02,1862950000,Accel
Cooper Inc,2024-12-02,499700000,Tiger Global
Harris-Henderson,2024-12-02,619209000,Accel
"Villanueva, Hardin and Kirby",2024-12-02,157209000,Accel
"Page, Haynes and Richards",2024-12-02,1489557000,Sequoia
Adams PLC,2024-12-02,1518334000,Accel
Michael LLC,2024-12-02,8685074000,Sequoia
"Castillo, Boyd and Waller",2024-12-02,236177000,SoftBank
"Edwards, Morgan and Sloan",2024-12-02,1807577000,Accel
Hogan and Sons,2024-12-02,375701000,Andreessen Horowitz
Patel PLC,2024-12-02,682547000,Accel
Ruiz-Kennedy,2024-12-02,1138645000,Accel
Joseph-Garcia,2024-12-01,694036000,Andreessen Horowitz
Miller-Anderson,2024-12-01,1509107000,Tiger Global
"Ponce, Braun and Foster",2024-12-01,243043000,Tiger Global
Pope-Bennett,2024-12-01,146667000,Accel
Barry-Smith,2024-12-01,1440670000,Index Ventures
"Blair, Scott and Jones",2024-12-01,493528000,Sequoia
"Little, Larson and Sanders",2024-12-01,309742000,Tiger Global
Cline-Barrett,2024-12-01,436549000,Sequoia
Dickerson Inc,2024-12-01,166501000,Accel
"Shields, Keith and Sullivan",2024-12-01,2466890000,SoftBank
Watkins Ltd,2024-12-01,232337000,Index Ventures
Brown-Perez,2024-12-01,33196000,Sequoia
Johnson-Miller,2024-12-01,663848000,Sequoia
Wade Inc,2024-11-30,2038386000,Tiger Global
Francis-Curry,2024-11-30,1569108000,Sequoia
Olson and Sons,2024-11-30,2911087000,Andreessen Horowitz
Martin LLC,2024-11-30,653695000,SoftBank
Mccormick Group,2024-11-30,377043000,Tiger Global
Cabrera-Foster,2024-11-30,90829000,Accel
Fowler Group,2024-11-30,216102000,Index Ventures
Tran Ltd,2024-11-30,149841000,Y Combinator
Patterson-Simmons,2024-11-30,3988409000,Sequoia
"Patel, Fox and Terry",2024-11-30,157265000,Andreessen Horowitz
Coleman Inc,2024-11-29,996788000,Sequoia
Stevenson-Cook,2024-11-29,455124000,SoftBank
"Hawkins, Mendoza and Watkins",2024-11-29,934656000,Y Combinator
Anderson Ltd,2024-11-29,915194000,Sequoia
Skinner PLC,2024-11-29,658241000,SoftBank
"Hernandez, Baker and Henderson",2024-11-29,1680141000,Andreessen Horowitz
"Foley, Martin and Anderson",2024-11-29,1271697000,SoftBank
"Green, Bush and Richardson",2024-11-29,2439230000,Y Combinator
Sanchez-Nixon,2024-11-29,334221000,Andreessen Horowitz
Simmons-Meyer,2024-11-29,792811000,Y Combinator
Pierce LLC,2024-11-29,80575000,Y Combinator
Gardner-Williams,2024-11-29,176202000,Index Ventures
Williams PLC,2024-11-29,347280000,SoftBank
Weiss-Sawyer,2024-11-28,238878000,Accel
Woods Group,2024-11-28,110736000,Andreessen Horowitz
"Reyes, Lamb and Murray",2024-11-28,578635000,Accel
Wagner Group,2024-11-28,478585000,Sequoia
Butler-Jefferson,2024-11-28,1114510000,Tiger Global
Carter PLC,2024-11-28,198940000,Accel
"Hudson, Williams and Howell",2024-11-28,148659000,Sequoia
"Hart, Allison and Campbell",2024-11-28,229566000,SoftBank
White PLC,2024-11-28,205277000,SoftBank
Steele-Hensley,2024-11-27,304456000,Andreessen Horowitz
Vaughn-Simon,2024-11-27,258719000,Sequoia
"Houston, Dean and Harris",2024-11-27,254053000,Y Combinator
Gonzalez and Sons,2024-11-27,583420000,Y Combinator
"White, Hines and Nguyen",2024-11-27,677622000,SoftBank
Taylor-Jennings,2024-11-27,1056685000,Andreessen Horowitz
Hamilton-Small,2024-11-27,271123000,Tiger Global
Castillo-Johnston,2024-11-27,1711686000,Index Ventures
Ford-Neal,2024-11-27,227433000,Y Combinator
"Allen, Johnson and Mills",2024-11-27,1171945000,Sequoia
Brock PLC,2024-11-27,123095000,SoftBank
Ortiz Inc,2024-11-26,1710226000,Sequoia
"Mills, Berry and Brown",2024-11-26,1549154000,Andreessen Horowitz
Perkins-Johnson,2024-11-26,2693013000,Tiger Global
Singleton PLC,2024-11-26,1062512000,Tiger Global
"Parker, Andrews and Estrada",2024-11-26,2116865000,Tiger Global
Wilson Ltd,2024-11-26,1272298000,Accel
"Krueger, Mcfarland and Johnston",2024-11-26,941081000,Sequoia
Hunter-Smith,2024-11-26,1532282000,Accel
"Parker, Salas and Miller",2024-11-26,151681000,Index Ventures
"Hall, Hill and Mcgee",2024-11-26,1244070000,Andreessen Horowitz
Adams-Morgan,2024-11-26,129358000,Y Combinator
"Reid, Turner and Stewart",2024-11-26,299280000,SoftBank
Leonard-Gordon,2024-11-26,479198000,Y Combinator
Hamilton-Rojas,2024-11-26,252183000,Sequoia
Kim-Murphy,2024-11-26,1253914000,Andreessen Horowitz
"Mccann, Butler and Griffin",2024-11-26,394768000,Accel
"Jones, Martinez and Melton",2024-11-26,977727000,Accel
Meyers-Savage,2024-11-25,2407470000,Tiger Global
Bowman-Jones,2024-11-25,261861000,Andreessen Horowitz
Knox-Dougherty,2024-11-25,3342477000,Index Ventures
"Ford, Moore and Lee",2024-11-25,128996000,Y Combinator
Chase Ltd,2024-11-25,340228000,Accel
Willis Inc,2024-11-25,1087152000,SoftBank
"Price, Ross and Floyd",2024-11-25,2702643000,Sequoia
Morgan LLC,2024-11-25,654300000,Tiger Global
Pope PLC,2024-11-24,193494000,Sequoia
"Mccoy, Gardner and Lucero",2024-11-24,711353000,SoftBank
Warren Group,2024-11-24,1907334000,Sequoia
"Lynch, Taylor and Brennan",2024-11-24,199872000,Andreessen Horowitz
Horton-Walker,2024-11-24,1668222000,Andreessen Horowitz
Ellis-Brown,2024-11-24,188886000,Index Ventures
"Russo, Nelson and Mckenzie",2024-11-24,464816000,SoftBank
Gutierrez-Powers,2024-11-24,333996000,Andreessen Horowitz
"Berry, Hancock and Robinson",2024-11-24,480614000,Accel
"Bishop, Campbell and Johnston",2024-11-24,303636000,Index Ventures
"Li, Garcia and Norman",2024-11-24,572152000,Y Combinator
"Brown, Good and Vargas",2024-11-24,289644000,Accel
